n,stopping_time,max_value
185837,178,557512
185838,178,627208
185839,59,3175252
185840,116,185840
185841,116,557524
185842,178,352816
185843,178,836296
185844,116,185844
185845,116,557536
185846,209,4521256
185847,209,4521256
185848,59,529252
185849,160,705652
185850,59,529252
185851,160,1058488
185852,59,1587760
185853,59,1587760
185854,160,4763284
185855,160,14289856
185856,54,185856
185857,160,905416
185858,116,278788
185859,116,836368
185860,116,185860
185861,116,557584
185862,116,418192
185863,116,1254580
185864,147,185864
185865,178,940948
185866,147,278800
185867,116,836404
185868,147,209104
185869,147,557608
185870,90,627316
185871,90,1881952
185872,147,185872
185873,147,557620
185874,59,1004884
185875,59,1004884
185876,147,185876
185877,147,557632
185878,116,446632
185879,116,1254688
185880,147,185880
185881,116,627352
185882,147,278824
185883,90,3176008
185884,147,313684
185885,147,557656
185886,147,941056
185887,116,2823172
185888,54,185888
185889,116,557668
185890,147,278836
185891,147,836512
185892,116,954016
185893,116,954016
185894,116,954016
185895,116,1411648
185896,54,185896
185897,90,8039896
185898,54,278848
185899,147,836548
185900,147,209140
185901,147,557704
185902,147,627424
185903,90,9045160
185904,54,185904
185905,134,557716
185906,134,397060
185907,134,836584
185908,54,185908
185909,54,557728
185910,116,3573556
185911,116,3573556
185912,178,185912
185913,178,627460
185914,178,278872
185915,178,941200
185916,178,470608
185917,178,557752
185918,116,1411828
185919,116,4235488
185920,54,185920
185921,178,557764
185922,178,278884
185923,178,836656
185924,147,185924
185925,147,557776
185926,147,418336
185927,116,1255012
185928,147,185928
185929,116,1340224
185930,147,278896
185931,147,836692
185932,147,209176
185933,147,557800
185934,116,705976
185935,116,1882600
185936,54,185936
185937,116,557812
185938,116,1058992
185939,116,1058992
185940,54,185940
185941,54,557824
185942,209,715696
185943,209,1255120
185944,116,185944
185945,209,715696
185946,116,278920
185947,284,123806068
185948,116,313792
185949,116,557848
185950,209,941380
185951,209,2824144
185952,54,185952
185953,147,706048
185954,116,278932
185955,116,836800
185956,116,185956
185957,116,557872
185958,116,418408
185959,165,3177304
185960,54,185960
185961,116,1412152
185962,54,278944
185963,134,1005352
185964,116,529576
185965,116,557896
185966,116,627640
185967,209,6114580
185968,165,8153620
185969,54,557908
185970,178,446848
185971,178,836872
185972,165,8153620
185973,165,8153620
185974,116,470752
185975,116,1255336
185976,165,8153620
185977,116,1059208
185978,165,8153620
185979,116,941524
185980,116,2010904
185981,116,2010904
185982,116,2118472
185983,116,10724776
185984,54,185984
185985,315,3016420
185986,54,278980
185987,54,836944
185988,147,185988
185989,147,557968
185990,147,418480
185991,139,2324752
185992,178,185992
185993,139,2324752
185994,178,278992
185995,147,836980
185996,178,209248
185997,178,557992
185998,315,1431736
185999,315,1883248
186000,178,186000
186001,116,558004
186002,116,470824
186003,116,837016
186004,178,186004
186005,178,558016
186006,178,418516
186007,178,1255552
186008,178,186008
186009,116,670408
186010,178,279016
186011,116,2383648
186012,116,424276
186013,116,558040
186014,116,941704
186015,315,12886504
186016,54,186016
186017,160,604096
186018,160,3818500
186019,160,3818500
186020,160,3818500
186021,160,3818500
186022,160,3818500
186023,116,1589200
186024,54,186024
186025,116,7151488
186026,54,279040
186027,147,837124
186028,134,209284
186029,134,558088
186030,134,627856
186031,134,1883572
186032,178,186032
186033,178,558100
186034,178,313936
186035,178,837160
186036,178,186036
186037,178,558112
186038,134,706372
186039,134,1255768
186040,178,186040
186041,178,627892
186042,178,279064
186043,178,941848
186044,134,470932
186045,134,558136
186046,134,1412800
186047,116,4238404
186048,147,186048
186049,178,558148
186050,116,3394708
186051,116,3394708
186052,54,186052
186053,54,558160
186054,54,418624
186055,178,1255876
186056,54,186056
186057,134,941920
186058,54,279088
186059,134,837268
186060,54,209320
186061,54,558184
186062,116,3576472
186063,116,3576472
186064,147,186064
186065,134,558196
186066,134,706480
186067,134,837304
186068,147,186068
186069,147,558208
186070,160,453256
186071,160,1255984
186072,160,503008
186073,160,628000
186074,160,503008
186075,178,1413016
186076,160,503008
186077,160,558232
186078,160,4297048
186079,160,4297048
186080,147,186080
186081,134,1589704
186082,147,279124
186083,147,837376
186084,54,186084
186085,54,558256
186086,54,418696
186087,116,3018040
186088,147,186088
186089,160,1413124
186090,147,279136
186091,178,1059856
186092,178,235528
186093,178,558280
186094,178,628072
186095,178,4769440
186096,178,186096
186097,147,558292
186098,116,794932
186099,116,837448
186100,178,186100
186101,178,558304
186102,116,596212
186103,116,1256200
186104,178,353320
186105,178,706624
186106,178,353320
186107,178,1589920
186108,178,4024564
186109,178,4024564
186110,178,4024564
186111,284,174057316
186112,54,186112
186113,147,558340
186114,178,298132
186115,178,837520
186116,147,186116
186117,147,558352
186118,147,418768
186119,178,1256308
186120,116,198772
186121,116,2683204
186122,116,279184
186123,178,837556
186124,116,209392
186125,116,558376
186126,147,628180
186127,147,1884544
186128,54,186128
186129,116,558388
186130,116,3820660
186131,116,3820660
186132,54,186132
186133,54,558400
186134,116,596320
186135,116,1256416
186136,54,186136
186137,116,2417848
186138,54,279208
186139,116,16100692
186140,147,314116
186141,147,558424
186142,147,942352
186143,116,2827060
186144,147,186144
186145,116,558436
186146,147,279220
186147,147,837664
186148,147,235600
186149,147,558448
186150,147,418840
186151,116,1413592
186152,147,186152
186153,116,2120416
186154,147,279232
186155,147,837700
186156,147,209428
186157,147,558472
186158,147,628288
186159,178,1884868
186160,147,186160
186161,147,558484
186162,147,314152
186163,147,837736
186164,147,186164
186165,147,558496
186166,116,1060288
186167,116,1256632
186168,116,1006504
186169,116,628324
186170,116,1006504
186171,147,942496
186172,116,1006504
186173,116,1006504
186174,116,1590496
186175,116,4241320
186176,54,186176
186177,147,558532
186178,147,279268
186179,147,837808
186180,147,186180
186181,147,558544
186182,147,418912
186183,209,1590568
186184,85,186184
186185,147,942568
186186,85,279280
186187,147,837844
186188,85,209464
186189,85,558568
186190,178,706948
186191,178,1885192
186192,54,186192
186193,85,558580
186194,116,1590676
186195,116,1590676
186196,54,186196
186197,54,558592
186198,147,418948
186199,147,1256848
186200,85,186200
186201,85,628432
186202,85,279304
186203,85,1413988
186204,85,314224
186205,85,558616
186206,85,942676
186207,85,2828032
186208,147,186208
186209,178,795400
186210,147,279316
186211,147,837952
186212,147,186212
186213,147,558640
186214,147,418984
186215,116,30578632
186216,147,186216
186217,85,1414096
186218,147,279328
186219,116,1911256
186220,147,353536
186221,147,558664
186222,147,628504
186223,178,8600632
186224,147,186224
186225,147,558676
186226,85,314260
186227,85,838024
186228,147,186228
186229,147,558688
186230,85,471400
186231,85,1257064
186232,121,5734312
186233,121,1591000
186234,121,5734312
186235,121,6889048
186236,121,5734312
186237,121,5734312
186238,222,31423300
186239,222,31423300
186240,147,186240
186241,209,558724
186242,85,279364
186243,85,838096
186244,85,265192
186245,85,558736
186246,85,419056
186247,85,1257172
186248,54,186248
186249,178,1060756
186250,54,279376
186251,116,12903028
186252,54,209536
186253,54,558760
186254,116,895048
186255,116,1885840
186256,134,186256
186257,85,1132864
186258,85,1132864
186259,85,1132864
186260,134,186260
186261,134,558784
186262,134,419092
186263,134,1257280
186264,134,186264
186265,134,628648
186266,134,279400
186267,116,10195792
186268,134,530440
186269,134,558808
186270,134,943000
186271,85,3182632
186272,147,186272
186273,134,558820
186274,134,279412
186275,134,838240
186276,116,806596
186277,116,806596
186278,116,806596
186279,85,2685472
186280,147,186280
186281,209,6797680
186282,147,279424
186283,134,838276
186284,116,1342816
186285,116,1342816
186286,116,1342816
186287,116,1886164
186288,59,186288
186289,54,558868
186290,54,314368
186291,54,838312
186292,59,186292
186293,59,558880
186294,134,707344
186295,134,1257496
186296,59,186296
186297,134,628756
186298,59,279448
186299,134,943144
186300,116,795796
186301,116,795796
186302,116,1414744
186303,116,4774768
186304,147,186304
186305,59,558916
186306,134,530548
186307,134,838384
186308,147,186308
186309,147,558928
186310,147,419200
186311,134,1257604
186312,59,186312
186313,134,943216
186314,59,279472
186315,59,838420
186316,59,209608
186317,59,558952
186318,85,1061152
186319,85,1886488
186320,147,186320
186321,59,558964
186322,85,2686120
186323,85,2686120
186324,147,186324
186325,147,558976
186326,59,795904
186327,59,1257712
186328,116,283336
186329,147,628864
186330,116,283336
186331,116,1414960
186332,116,314440
186333,116,559000
186334,222,6454384
186335,222,6454384
186336,147,186336
186337,116,1193920
186338,147,279508
186339,147,838528
186340,116,186340
186341,116,559024
186342,116,419272
186343,59,2122576
186344,147,186344
186345,116,4029640
186346,147,279520
186347,222,121012864
186348,116,335824
186349,116,559048
186350,116,628936
186351,116,3184000
186352,147,398032
186353,147,559060
186354,160,3022432
186355,160,3022432
186356,147,398032
186357,147,559072
186358,116,538000
186359,116,1257928
186360,116,1194100
186361,116,796048
186362,116,1194100
186363,116,1791124
186364,116,3582304
186365,116,3582304
186366,160,17214496
186367,160,32240752
186368,103,186368
186369,147,559108
186370,59,279556
186371,59,838672
186372,59,186372
186373,59,559120
186374,59,419344
186375,59,1258036
186376,147,186376
186377,116,4842016
186378,147,279568
186379,59,838708
186380,147,209680
186381,147,559144
186382,59,629044
186383,59,1887136
186384,147,186384
186385,147,559156
186386,147,471796
186387,147,838744
186388,147,186388
186389,147,559168
186390,147,419380
186391,147,1258144
186392,147,186392
186393,160,629080
186394,147,279592
186395,147,3184756
186396,59,314548
186397,59,559192
186398,59,943648
186399,147,2830948
186400,54,186400
186401,59,559204
186402,147,279604
186403,147,838816
186404,59,235924
186405,59,559216
186406,59,419416
186407,160,1415536
186408,54,186408
186409,178,2123332
186410,54,279616
186411,59,838852
186412,147,209716
186413,147,559240
186414,147,629152
186415,147,1887460
186416,54,186416
186417,116,559252
186418,116,447928
186419,116,838888
186420,54,186420
186421,54,559264
186422,116,1791700
186423,116,1791700
186424,116,255472
186425,147,629188
186426,116,279640
186427,178,943792
186428,116,471904
186429,116,559288
186430,116,3023620
186431,116,4247152
186432,116,186432
186433,116,559300
186434,116,279652
186435,116,838960
186436,54,186436
186437,54,559312
186438,54,419488
186439,116,1258468
186440,178,186440
186441,160,1791880
186442,178,279664
186443,54,838996
186444,178,209752
186445,178,559336
186446,147,707920
186447,147,1887784
186448,116,186448
186449,178,559348
186450,59,1061908
186451,59,1061908
186452,116,186452
186453,116,559360
186454,59,419524
186455,59,1258576
186456,59,186456
186457,59,629296
186458,59,279688
186459,147,8064196
186460,59,314656
186461,59,559384
186462,59,943972
186463,59,2831920
186464,116,186464
186465,59,707992
186466,59,279700
186467,59,839104
186468,59,186468
186469,59,559408
186470,59,419560
186471,222,3402304
186472,116,186472
186473,59,1416040
186474,116,279712
186475,116,2299264
186476,59,796552
186477,59,796552
186478,59,796552
186479,116,3584464
186480,54,186480
186481,116,559444
186482,134,314692
186483,134,839176
186484,54,186484
186485,54,559456
186486,134,672136
186487,134,1258792
186488,54,236032
186489,59,1344256
186490,54,279736
186491,284,10347424
186492,134,708100
186493,134,708100
186494,134,2124304
186495,59,6372916
186496,41,186496
186497,209,9198520
186498,178,279748
186499,178,839248
186500,178,186500
186501,178,559504
186502,178,419632
186503,147,1258900
186504,116,186504
186505,253,4845256
186506,116,279760
186507,160,839284
186508,116,209824
186509,116,559528
186510,160,629476
186511,160,1888432
186512,116,186512
186513,59,559540
186514,59,472120
186515,59,839320
186516,116,186516
186517,116,559552
186518,116,419668
186519,116,1259008
186520,116,186520
186521,147,629512
186522,116,279784
186523,178,2124628
186524,116,354112
186525,116,559576
186526,116,944296
186527,253,91889476
186528,41,186528
186529,178,796768
186530,116,279796
186531,116,839392
186532,116,3025348
186533,116,3025348
186534,116,3025348
186535,116,3585544
186536,41,186536
186537,253,157188436
186538,41,279808
186539,116,1363048
186540,116,209860
186541,116,559624
186542,116,629584
186543,178,1888756
186544,116,186544
186545,59,559636
186546,59,314800
186547,59,839464
186548,116,186548
186549,116,559648
186550,178,1195288
186551,178,1259224
186552,116,186552
186553,59,629620
186554,116,279832
186555,160,944440
186556,253,9693268
186557,253,9693268
186558,253,9693268
186559,253,9693268
186560,41,186560
186561,116,559684
186562,116,354184
186563,116,839536
186564,59,186564
186565,59,559696
186566,59,419776
186567,116,1259332
186568,59,186568
186569,116,944512
186570,59,279856
186571,178,839572
186572,59,209896
186573,59,559720
186574,116,4034608
186575,116,4034608
186576,41,186576
186577,209,756520
186578,209,756520
186579,209,839608
186580,41,186580
186581,41,559744
186582,160,2423680
186583,160,2423680
186584,160,1702276
186585,59,629728
186586,160,1702276
186587,116,1416904
186588,160,1702276
186589,160,1702276
186590,134,1195540
186591,134,2833864
186592,54,186592
186593,178,9078784
186594,41,279892
186595,41,839680
186596,147,359152
186597,147,559792
186598,147,419848
186599,116,2125492
186600,54,186600
186601,178,1417012
186602,54,279904
186603,178,1062772
186604,147,359152
186605,147,559816
186606,147,629800
186607,178,7173844
186608,54,186608
186609,54,559828
186610,147,531412
186611,147,839752
186612,54,186612
186613,54,559840
186614,147,472372
186615,147,1259656
186616,147,1276936
186617,59,708568
186618,147,1276936
186619,116,6053344
186620,147,1276936
186621,147,1276936
186622,147,6810136
186623,147,9565936
186624,41,186624
186625,54,559876
186626,85,279940
186627,85,839824
186628,85,186628
186629,85,559888
186630,85,419920
186631,85,1259764
186632,85,186632
186633,116,944836
186634,85,279952
186635,85,839860
186636,85,209968
186637,85,559912
186638,85,629908
186639,85,1889728
186640,85,186640
186641,85,559924
186642,85,1793824
186643,85,1793824
186644,85,186644
186645,85,559936
186646,147,419956
186647,147,1259872
186648,85,186648
186649,147,629944
186650,85,279976
186651,85,4783696
186652,147,314980
186653,147,559960
186654,147,944944
186655,209,2834836
186656,85,186656
186657,85,559972
186658,116,279988
186659,116,839968
186660,116,236248
186661,116,559984
186662,116,419992
186663,284,6221608
186664,85,186664
186665,147,2126248
186666,85,280000
186667,116,840004
186668,85,210004
186669,85,560008
186670,85,630016
186671,116,1890052
186672,85,186672
186673,85,560020
186674,85,315016
186675,85,840040
186676,85,186676
186677,85,560032
186678,116,1345624
186679,116,1345624
186680,209,575728
186681,59,797416
186682,209,575728
186683,209,945088
186684,209,575728
186685,209,575728
186686,222,17244088
186687,222,17244088
186688,41,186688
186689,85,560068
186690,284,1345732
186691,284,1345732
186692,59,189268
186693,59,560080
186694,59,420064
186695,284,139841152
186696,59,265840
186697,209,945160
186698,59,280048
186699,59,840148
186700,59,265840
186701,59,560104
186702,116,1196260
186703,116,1890376
186704,41,186704
186705,85,797524
186706,85,2392576
186707,85,2392576
186708,41,186708
186709,41,560128
186710,85,420100
186711,85,1260304
186712,85,186712
186713,85,630160
186714,85,280072
186715,116,1616920
186716,85,315088
186717,85,560152
186718,85,945268
186719,85,2835808
186720,85,186720
186721,209,708964
186722,85,280084
186723,85,840256
186724,85,186724
186725,85,560176
186726,85,420136
186727,253,4785640
186728,85,186728
186729,85,1417984
186730,85,280096
186731,209,840292
186732,209,575728
186733,209,575728
186734,209,630232
186735,209,2127040
186736,85,186736
186737,85,560212
186738,116,3234328
186739,116,3234328
186740,85,186740
186741,85,560224
186742,116,3234328
186743,116,3234328
186744,59,236356
186745,178,5384392
186746,59,280120
186747,85,945412
186748,59,709072
186749,59,709072
186750,116,2127220
186751,116,6381664
186752,41,186752
186753,59,560260
186754,85,280132
186755,85,840400
186756,85,186756
186757,85,560272
186758,85,420208
186759,85,1260628
186760,85,186760
186761,85,2019328
186762,85,280144
186763,346,106358020
186764,85,210112
186765,85,560296
186766,85,630340
186767,85,1891024
186768,85,186768
186769,85,560308
186770,85,472768
186771,85,840472
186772,85,186772
186773,85,560320
186774,85,420244
186775,85,1260736
186776,85,186776
186777,85,630376
186778,85,280168
186779,134,2127544
186780,134,797848
186781,134,797848
186782,134,945592
186783,134,3191380
186784,41,186784
186785,85,560356
186786,134,336616
186787,134,840544
186788,134,354616
186789,134,560368
186790,134,420280
186791,85,1418452
186792,41,186792
186793,134,3191560
186794,41,280192
186795,253,16378036
186796,253,639088
186797,253,639088
186798,253,639088
186799,253,1891348
186800,85,186800
186801,85,560404
186802,85,315232
186803,85,840616
186804,85,186804
186805,85,560416
186806,85,709288
186807,85,1260952
186808,85,186808
186809,85,630484
186810,85,280216
186811,134,945736
186812,134,531988
186813,134,560440
186814,134,1418632
186815,209,8079568
186816,222,250504
186817,253,3455296
186818,253,3455296
186819,253,3455296
186820,41,186820
186821,41,560464
186822,41,420352
186823,134,1261060
186824,209,269728
186825,134,945808
186826,209,280240
186827,85,840724
186828,209,269728
186829,209,560488
186830,134,1064068
186831,134,1891672
186832,222,250504
186833,209,560500
186834,209,709396
186835,209,840760
186836,222,250504
186837,222,560512
186838,85,897856
186839,85,1261168
186840,222,250504
186841,222,630592
186842,222,280264
186843,209,1418848
186844,222,315304
186845,222,560536
186846,165,7775332
186847,165,7775332
186848,222,250504
186849,209,1064176
186850,222,280276
186851,222,840832
186852,209,284128
186853,209,560560
186854,209,420424
186855,85,2128408
186856,222,250504
186857,209,1596328
186858,222,280288
186859,209,2394520
186860,222,250504
186861,222,560584
186862,222,630664
186863,178,15342532
186864,85,224512
186865,222,560596
186866,209,539440
186867,209,840904
186868,85,224512
186869,85,560608
186870,209,5753752
186871,209,5753752
186872,85,532168
186873,209,1347028
186874,85,532168
186875,222,1064320
186876,209,2694112
186877,209,2694112
186878,209,4789528
186879,284,31106320
186880,103,186880
186881,85,560644
186882,108,959092
186883,108,959092
186884,108,1010392
186885,108,1010392
186886,108,1010392
186887,209,1261492
186888,41,186888
186889,108,959092
186890,41,280336
186891,108,1010392
186892,41,210256
186893,41,560680
186894,134,3410080
186895,134,3410080
186896,72,186896
186897,41,560692
186898,134,479572
186899,134,841048
186900,72,186900
186901,72,560704
186902,222,420532
186903,222,1261600
186904,72,186904
186905,222,630808
186906,72,280360
186907,85,3193504
186908,72,315412
186909,72,560728
186910,72,946240
186911,222,2838724
186912,85,186912
186913,72,560740
186914,72,280372
186915,72,841120
186916,222,399220
186917,222,560752
186918,222,420568
186919,72,1419424
186920,85,186920
186921,147,2395312
186922,85,280384
186923,72,841156
186924,72,210292
186925,72,560776
186926,72,630880
186927,147,6474868
186928,85,186928
186929,116,560788
186930,116,479680
186931,116,841192
186932,85,186932
186933,85,560800
186934,222,2395492
186935,222,2395492
186936,72,199636
186937,116,630916
186938,72,280408
186939,72,946384
186940,72,473200
186941,72,560824
186942,72,1419604
186943,72,4258816
186944,85,186944
186945,54,560836
186946,54,280420
186947,54,841264
186948,54,186948
186949,54,560848
186950,54,420640
186951,116,1261924
186952,54,186952
186953,72,946456
186954,54,280432
186955,54,841300
186956,54,210328
186957,54,560872
186958,72,709864
186959,72,1892968
186960,85,186960
186961,116,2274208
186962,116,2274208
186963,116,2274208
186964,85,186964
186965,85,560896
186966,108,420676
186967,108,1262032
186968,85,186968
186969,108,631024
186970,85,280456
186971,222,1597300
186972,85,315520
186973,85,560920
186974,108,946564
186975,108,2839696
186976,85,186976
186977,108,852928
186978,72,280468
186979,72,841408
186980,72,186980
186981,72,560944
186982,72,420712
186983,134,3194800
186984,85,186984
186985,108,7676368
186986,85,280480
186987,54,841444
186988,72,599056
186989,72,599056
186990,72,631096
186991,72,2695732
186992,72,186992
186993,85,560980
186994,72,898612
186995,72,898612
186996,72,186996
186997,72,560992
186998,85,473344
186999,85,1262248
187000,72,236680
187001,72,1065040
187002,72,280504
187003,72,946708
187004,147,4549444
187005,147,4549444
187006,147,4549444
187007,108,7189216
187008,103,187008
187009,209,2159296
187010,85,280516
187011,85,841552
187012,72,187012
187013,72,561040
187014,72,420784
187015,72,1262356
187016,85,187016
187017,72,1597696
187018,85,280528
187019,72,841588
187020,85,210400
187021,85,561064
187022,134,1198312
187023,134,1893616
187024,85,199744
187025,134,674080
187026,134,674080
187027,134,841624
187028,85,199744
187029,85,561088
187030,85,420820
187031,85,1262464
187032,85,199744
187033,72,631240
187034,85,280552
187035,134,3595156
187036,72,399472
187037,72,561112
187038,72,946888
187039,222,4793632
187040,103,187040
187041,108,1011184
187042,72,599236
187043,72,841696
187044,72,1797712
187045,72,1797712
187046,72,1797712
187047,108,13651252
187048,103,187048
187049,209,16179424
187050,103,280576
187051,72,841732
187052,85,210436
187053,85,561160
187054,85,631312
187055,85,1893940
187056,108,187056
187057,85,561172
187058,85,315664
187059,85,841768
187060,108,187060
187061,108,561184
187062,134,2879872
187063,134,2879872
187064,108,187064
187065,85,631348
187066,108,280600
187067,72,947032
187068,222,473524
187069,222,561208
187070,222,1420576
187071,108,4261732
187072,147,187072
187073,108,561220
187074,85,355156
187075,85,841840
187076,147,187076
187077,147,561232
187078,147,420928
187079,222,1262788
187080,147,187080
187081,108,947104
187082,147,280624
187083,85,841876
187084,147,210472
187085,147,561256
187086,108,13654168
187087,108,13654168
187088,147,187088
187089,108,561268
187090,108,710368
187091,108,841912
187092,147,187092
187093,147,561280
187094,116,505744
187095,116,1262896
187096,85,187096
187097,147,631456
187098,85,280648
187099,160,15361972
187100,85,315736
187101,85,561304
187102,116,1065616
187103,116,2841640
187104,147,187104
187105,116,2275936
187106,147,280660
187107,147,841984
187108,85,187108
187109,85,561328
187110,85,421000
187111,108,8092384
187112,147,187112
187113,108,1420900
187114,147,280672
187115,116,3840856
187116,85,236824
187117,85,561352
187118,85,631528
187119,134,6069544
187120,85,187120
187121,147,561364
187122,222,1198960
187123,222,1198960
187124,85,187124
187125,85,561376
187126,85,473668
187127,85,1263112
187128,85,355264
187129,85,710512
187130,85,355264
187131,209,1798504
187132,209,1080376
187133,209,1080376
187134,209,3197392
187135,147,9592180
187136,147,187136
187137,85,561412
187138,85,280708
187139,85,842128
187140,147,187140
187141,147,561424
187142,147,421072
187143,134,2560948
187144,222,505924
187145,134,5121952
187146,222,505924
187147,222,842164
187148,222,505924
187149,222,561448
187150,147,631636
187151,147,1894912
187152,147,187152
187153,222,561460
187154,85,532960
187155,85,842200
187156,147,187156
187157,147,561472
187158,222,505924
187159,222,1263328
187160,147,187160
187161,209,1280608
187162,147,280744
187163,209,12141952
187164,147,315844
187165,147,561496
187166,147,947536
187167,134,13660000
187168,147,187168
187169,85,561508
187170,209,280756
187171,209,842272
187172,209,236896
187173,209,561520
187174,209,421144
187175,222,1421368
187176,147,187176
187177,222,2132080
187178,147,280768
187179,85,842308
187180,209,210580
187181,209,561544
187182,209,631744
187183,222,1895236
187184,147,187184
187185,209,561556
187186,209,315880
187187,209,842344
187188,147,187188
187189,147,561568
187190,116,1066120
187191,116,1263544
187192,85,899584
187193,116,631780
187194,85,899584
187195,85,947680
187196,85,899584
187197,85,899584
187198,222,2561704
187199,222,4264648
187200,147,187200
187201,147,561604
187202,85,280804
187203,85,842416
187204,147,187204
187205,147,561616
187206,147,421216
187207,209,1599316
187208,147,187208
187209,147,947752
187210,147,280816
187211,147,842452
187212,147,210616
187213,147,561640
187214,209,710836
187215,209,1895560
187216,147,187216
187217,108,561652
187218,108,1599424
187219,108,1599424
187220,147,187220
187221,147,561664
187222,222,5764660
187223,222,5764660
187224,147,187224
187225,147,631888
187226,147,280840
187227,147,1421764
187228,147,315952
187229,147,561688
187230,85,947860
187231,85,2843584
187232,147,187232
187233,108,4048864
187234,147,280852
187235,147,842560
187236,147,187236
187237,147,561712
187238,147,421288
187239,209,7198144
187240,147,187240
187241,178,1421872
187242,147,280864
187243,178,842596
187244,178,355480
187245,178,561736
187246,178,631960
187247,178,2132872
187248,147,187248
187249,147,561748
187250,147,315988
187251,147,842632
187252,147,187252
187253,147,561760
187254,147,473992
187255,147,1263976
187256,178,266632
187257,178,1599748
187258,178,280888
187259,178,1199824
187260,178,711016
187261,178,711016
187262,178,5399296
187263,178,6399160
187264,147,187264
187265,72,899908
187266,178,280900
187267,178,842704
187268,178,399976
187269,178,561808
187270,178,421360
187271,178,1264084
187272,147,187272
187273,108,1799872
187274,147,280912
187275,209,3037336
187276,147,210688
187277,147,561832
187278,147,632068
187279,147,1896208
187280,147,187280
187281,72,561844
187282,72,474064
187283,72,842776
187284,147,187284
187285,147,561856
187286,72,427192
187287,72,1264192
187288,147,187288
187289,72,632104
187290,147,280936
187291,72,2133376
187292,209,1216456
187293,209,1216456
187294,209,1216456
187295,72,3200128
187296,147,187296
187297,72,854368
187298,147,280948
187299,147,842848
187300,147,355588
187301,147,561904
187302,147,421432
187303,328,35075104
187304,147,187304
187305,328,35075104
187306,147,280960
187307,108,842884
187308,134,266704
187309,134,561928
187310,134,632176
187311,134,1896532
187312,147,187312
187313,147,561940
187314,147,316096
187315,147,842920
187316,147,187316
187317,147,561952
187318,134,711232
187319,134,1264408
187320,147,187320
187321,134,632212
187322,147,280984
187323,134,948328
187324,134,1200256
187325,134,1200256
187326,134,1422520
187327,271,68424424
187328,178,187328
187329,108,561988
187330,108,533464
187331,108,842992
187332,147,187332
187333,147,562000
187334,147,421504
187335,191,29200552
187336,108,320488
187337,178,948400
187338,108,320488
187339,147,843028
187340,108,320488
187341,108,562024
187342,178,1066984
187343,178,1896856
187344,178,187344
187345,108,562036
187346,178,800260
187347,178,843064
187348,178,187348
187349,178,562048
187350,108,1800628
187351,108,1800628
187352,178,187352
187353,147,632320
187354,178,281032
187355,178,1422736
187356,178,316168
187357,178,562072
187358,134,1922920
187359,134,2845528
187360,178,187360
187361,178,1067092
187362,178,281044
187363,178,843136
187364,178,187364
187365,178,562096
187366,178,421576
187367,108,2134240
187368,178,187368
187369,134,12155344
187370,178,281056
187371,178,1600720
187372,178,400192
187373,178,562120
187374,178,632392
187375,108,3201496
187376,85,675376
187377,178,562132
187378,178,355732
187379,178,843208
187380,85,675376
187381,85,675376
187382,178,533608
187383,178,1264840
187384,85,800440
187385,134,3419008
187386,85,800440
187387,253,1081816
187388,253,2701492
187389,253,2701492
187390,253,7203976
187391,253,138472576
187392,103,187392
187393,134,562180
187394,134,300184
187395,134,843280
187396,147,187396
187397,147,562192
187398,147,421648
187399,134,1264948
187400,178,187400
187401,134,1013128
187402,178,281104
187403,147,843316
187404,178,210832
187405,178,562216
187406,178,632500
187407,178,1897504
187408,147,187408
187409,178,562228
187410,178,474388
187411,178,843352
187412,147,187412
187413,147,562240
187414,178,421684
187415,178,1265056
187416,147,187416
187417,178,632536
187418,147,281128
187419,134,3602536
187420,178,316276
187421,178,562264
187422,178,948832
187423,134,3602608
187424,147,187424
187425,108,569968
187426,147,281140
187427,147,843424
187428,134,2564944
187429,134,2564944
187430,134,2564944
187431,178,1423312
187432,147,187432
187433,178,2134996
187434,147,281152
187435,147,843460
187436,134,210868
187437,134,562312
187438,134,632608
187439,178,1897828
187440,147,187440
187441,134,562324
187442,134,316312
187443,134,843496
187444,147,187444
187445,147,562336
187446,253,4869700
187447,253,4869700
187448,147,187448
187449,134,632644
187450,147,281176
187451,134,948976
187452,147,474496
187453,147,562360
187454,178,1423492
187455,178,4270480
187456,103,187456
187457,147,562372
187458,147,281188
187459,147,843568
187460,147,187460
187461,147,562384
187462,147,421792
187463,108,1710232
187464,108,225232
187465,165,15392104
187466,108,281200
187467,147,843604
187468,108,225232
187469,108,562408
187470,147,711808
187471,147,1898152
187472,103,187472
187473,108,562420
187474,178,1801816
187475,178,1801816
187476,103,187476
187477,103,562432
187478,147,421828
187479,147,1265488
187480,253,975400
187481,108,632752
187482,253,975400
187483,108,2402512
187484,253,975400
187485,253,975400
187486,178,1801924
187487,178,2847472
187488,103,187488
187489,108,711880
187490,253,975400
187491,253,975400
187492,253,975400
187493,253,975400
187494,253,975400
187495,108,5405992
187496,103,187496
187497,108,1423816
187498,103,281248
187499,108,901024
187500,108,4054696
187501,108,4054696
187502,108,4054696
187503,134,2703112
187504,147,187504
187505,103,562516
187506,147,316420
187507,147,843784
187508,147,187508
187509,147,562528
187510,134,474640
187511,134,1265704
187512,147,237328
187513,108,2165128
187514,147,281272
187515,134,949300
187516,134,711988
187517,134,711988
187518,134,2135968
187519,253,12331096
187520,41,187520
187521,134,562564
187522,134,281284
187523,134,843856
